EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,C.I,Name,DaysWorked,HBN,HED,HEN
RM479,25,18-25,False,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,2096,Upto 5k,26376,1,11,3,3,80,0,7,1,3,7,4,0,6.0,77005685,Steven Mckinney,26,2,0,0
RM518,25,18-25,False,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married,4851,Upto 5k,15678,0,22,4,3,80,1,4,4,3,3,2,1,2.0,63100814,Emily Benitez,26,0,2,1
RM564,25,18-25,False,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,6180,5k-10k,22807,1,23,4,2,80,0,6,5,2,6,5,1,4.0,96282117,Connie Schultz,26,2,1,2
RM619,25,18-25,False,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,1,Male,65,4,1,Research Scientist,1,Single,3424,Upto 5k,21632,7,13,3,3,80,0,6,3,2,4,3,0,1.0,71586053,Adam Knapp,21,1,0,1
RM635,25,18-25,False,Travel_Rarely,141,Sales,3,1,Other,1,879,3,Male,98,3,2,Sales Executive,1,Married,4194,Upto 5k,14363,1,18,3,4,80,0,5,3,3,5,3,0,3.0,29175900,Ryan Bentley,23,1,1,0
RM639,25,18-25,False,Travel_Rarely,583,Sales,4,1,Marketing,1,885,3,Male,87,2,2,Sales Executive,1,Married,4256,Upto 5k,18154,1,12,3,1,80,0,5,1,4,5,2,0,3.0,45551614,Kenneth Santos,29,1,0,0
RM684,25,18-25,True,Travel_Rarely,867,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,2413,Upto 5k,18798,1,18,3,3,80,3,1,2,3,1,0,0,0.0,28740864,Julie Zimmerman,29,1,0,0
RM797,25,18-25,True,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,Upto 5k,4605,1,15,3,2,80,1,7,3,4,7,7,5,6.0,43101783,Edward Boyd,20,0,0,0
RM886,25,18-25,False,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,Upto 5k,20623,0,14,3,2,80,0,5,4,3,4,3,1,1.0,85345555,Gina Horton,26,1,0,0
RM912,25,18-25,True,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,1118,Upto 5k,8040,1,14,3,4,80,0,1,4,3,1,0,1,0.0,82340307,Dawn Davis,23,1,2,2
RM935,25,18-25,False,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096,Upto 5k,18830,1,18,3,4,80,0,2,3,2,2,2,2,1.0,45264581,Donald Horton,23,0,2,2
RM966,25,18-25,False,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669,Upto 5k,9075,3,11,3,3,80,3,7,6,2,3,2,1,2.0,88461803,Brady Morris,29,2,1,0
RM994,25,18-25,False,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,6232,5k-10k,12477,2,11,3,2,80,0,6,3,2,3,2,1,2.0,67503414,Larry Lopez,22,0,1,0
RM1004,25,18-25,False,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,Upto 5k,4910,4,11,3,2,80,1,7,2,2,3,2,0,2.0,88320463,Amanda Cross,24,0,0,0
RM1022,25,18-25,True,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,Upto 5k,15182,3,12,3,1,80,0,6,2,3,3,2,2,2.0,63606628,April Wilson,27,0,2,2
RM1175,25,18-25,False,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,5k-10k,4973,1,17,3,3,80,2,7,6,3,7,7,0,7.0,58586340,Amy Beltran,27,0,0,1
RM1412,25,18-25,False,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,3,Female,82,3,1,Human Resources,2,Married,2187,Upto 5k,19655,4,14,3,3,80,0,6,3,3,2,0,1,2.0,39436733,Brian Glenn,26,2,2,2
RM1414,25,18-25,False,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,Upto 5k,7298,6,19,3,3,80,1,7,2,2,2,2,0,2.0,28566572,Lisa Matthews,22,2,0,2
RM1434,25,18-25,False,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,Female,85,3,2,Sales Executive,3,Divorced,4907,Upto 5k,13684,0,22,4,2,80,1,6,3,2,5,3,0,4.0,78387461,Mary Fox,30,1,1,1
RM043,26,26-35,True,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,55,1,Male,48,1,1,Laboratory Technician,3,Single,2293,Upto 5k,10558,1,12,3,3,80,0,1,2,2,1,0,0,1.0,76238574,Linda Leon,30,0,1,1
RM055,26,26-35,False,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,4157,Upto 5k,21436,7,19,3,3,80,1,5,2,2,2,2,0,0.0,22201654,Bianca Rodriguez,27,1,0,2
RM126,26,26-35,False,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,Upto 5k,23300,1,19,3,3,80,0,5,3,2,5,4,4,3.0,16323852,Stacey King,30,2,0,1
RM135,26,26-35,False,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,Upto 5k,8916,1,23,4,4,80,1,8,3,3,8,7,5,7.0,24716857,Michael Weaver,27,2,2,2
RM279,26,26-35,False,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,5k-10k,26767,1,20,4,1,80,1,6,6,1,6,5,1,4.0,30514014,Barbara Key,29,0,2,1
RM285,26,26-35,False,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741,Upto 5k,22722,1,13,3,3,80,1,5,3,3,5,3,3,3.0,94214382,Devin Reed,22,0,2,0
RM289,26,26-35,True,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,Upto 5k,14180,2,13,3,4,80,1,5,2,3,3,2,0,2.0,31472420,David Caldwell,29,2,2,2
RM294,26,26-35,True,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,48,2,2,Sales Executive,4,Single,5828,5k-10k,8450,1,12,3,2,80,0,8,0,3,8,7,7,4.0,66661351,Tina Lynch,21,2,1,2
RM356,26,26-35,False,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,5k-10k,20156,1,17,3,2,80,1,8,3,3,8,7,7,7.0,90048665,Stacey Smith,29,2,2,0
RM383,26,26-35,True,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3102,Upto 5k,6582,0,22,4,3,80,0,7,2,3,6,4,0,4.0,18526544,Amy Campbell,28,2,2,0
RM419,26,26-35,False,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,Upto 5k,3032,1,22,4,2,80,2,3,3,1,3,2,0,2.0,61642594,Bryan Richardson,30,1,1,0
RM454,26,26-35,True,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,Upto 5k,22808,0,11,3,2,80,1,8,2,2,7,7,1,0.0,61220073,Mary Odonnell,28,1,0,1
RM461,26,26-35,False,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,Upto 5k,4267,5,12,3,1,80,2,8,5,3,0,0,0,0.0,89978790,Mary Holland,22,2,0,0
RM464,26,26-35,True,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,Upto 5k,23213,1,18,3,2,80,0,1,3,1,1,0,0,0.0,72820592,Brooke Smith,29,1,0,0
RM476,26,26-35,False,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,6272,5k-10k,7428,1,20,4,4,80,2,6,5,4,5,3,1,4.0,81016525,William Hart,20,1,1,2
RM506,26,26-35,False,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,Upto 5k,17759,1,13,3,3,80,1,3,2,3,3,2,0,2.0,43744231,Richard Walker MD,30,1,0,1
RM572,26,26-35,False,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,Upto 5k,5288,3,14,3,1,80,1,5,2,3,2,2,2,0.0,84252722,Michael Williams,26,1,0,1
RM574,26,26-35,True,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,5326,5k-10k,3064,6,17,3,3,80,0,6,2,2,4,3,1,2.0,11540956,Alexandra Moore,25,1,1,2
RM615,26,26-35,True,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,88,2,1,Research Scientist,3,Married,2366,Upto 5k,20898,1,14,3,1,80,1,8,2,3,8,7,1,7.0,25374874,Erika Johns,24,2,2,1
RM686,26,26-35,False,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,4294,Upto 5k,11148,1,12,3,2,80,0,7,2,3,7,7,0,7.0,82070937,Rachel Brown,26,2,0,1
RM734,26,26-35,False,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,32,4,2,Manufacturing Director,4,Married,5472,5k-10k,3334,1,12,3,2,80,0,8,2,3,8,7,1,3.0,45812670,Sabrina Edwards,25,0,0,0
RM749,26,26-35,True,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,Upto 5k,21813,8,18,3,4,80,0,7,6,3,2,2,2,2.0,96028436,William Gamble,21,1,0,0
RM763,26,26-35,True,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,Upto 5k,15346,6,14,3,2,80,1,6,2,3,3,2,1,2.0,55657579,Emily Gates,22,2,2,1
RM770,26,26-35,False,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,Upto 5k,25265,1,13,3,3,80,2,5,5,3,5,3,1,3.0,24972279,Christina Yates,26,0,0,2
RM782,26,26-35,False,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,Upto 5k,11141,1,16,3,1,80,2,6,2,3,5,3,1,3.0,49392920,Laura Parrish,24,1,2,2
RM798,26,26-35,True,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,Upto 5k,19373,1,20,4,3,80,1,1,0,2,1,1,0,0.0,68353204,Anna Wise,21,0,0,1
RM844,26,26-35,False,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,Upto 5k,13421,1,22,4,2,80,1,8,2,3,8,7,0,7.0,31227574,Mario Rasmussen,28,0,2,1
RM913,26,26-35,False,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,Upto 5k,9973,1,20,4,2,80,0,8,2,2,8,5,2,2.0,70897765,Brenda Arnold,27,1,1,2
RM999,26,26-35,False,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,3904,Upto 5k,4050,0,12,3,4,80,0,5,2,3,4,3,1,1.0,10435578,James Gonzales,24,2,1,0
RM1005,26,26-35,False,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578,Upto 5k,23577,0,12,3,4,80,0,8,2,3,7,7,0,7.0,45351479,Timothy Johnson,29,0,1,1
RM1119,26,26-35,False,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,Female,89,3,1,Research Scientist,4,Married,2061,Upto 5k,11133,1,21,4,1,80,0,1,5,3,1,0,0,0.0,77187530,Caitlin Adams,26,2,0,0
RM1207,26,26-35,False,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,Upto 5k,11925,1,20,4,3,80,0,7,5,3,7,7,5,7.0,33978249,Amy Powell,27,2,1,2
RM1225,26,26-35,False,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,Upto 5k,6217,1,15,3,3,80,3,3,3,4,3,2,0,2.0,78139880,Amy Hall,21,2,1,1
RM1298,26,26-35,True,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,Upto 5k,6889,0,11,3,3,80,0,6,3,3,5,1,1,4.0,24282218,Leonard Hodge,20,0,0,1
RM1310,26,26-35,False,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,Upto 5k,9125,1,13,3,1,80,0,5,4,3,5,3,1,2.0,93926371,Donna Ramirez,28,0,1,1
RM1350,26,26-35,False,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933,Upto 5k,14908,1,13,3,3,80,1,1,3,2,1,0,1,0.0,50056581,Sheryl Wolfe,22,0,0,1
RM1362,26,26-35,False,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,3,Male,61,4,1,Laboratory Technician,4,Married,2544,Upto 5k,7102,0,18,3,1,80,1,8,3,3,7,7,7,7.0,95758349,Lisa Wise,26,2,0,0
RM1387,26,26-35,False,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,Single,2867,Upto 5k,20006,0,13,3,4,80,0,8,6,2,7,7,7,6.0,78137358,Jessica Garcia,22,2,2,1
RM1465,26,26-35,False,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,2966,Upto 5k,21378,0,18,3,4,80,0,5,2,3,4,2,0,0.0,91734598,David Ross,28,0,0,0
RM1465,26,26-35,False,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,2966,Upto 5k,21378,0,18,3,4,80,0,5,2,3,4,2,0,5.0,36697396,Paul Fisher,23,2,0,1
RM005,27,26-35,False,Travel_Rarely,591,Research & Development,2,1,Medical,1,7,1,Male,40,3,1,Laboratory Technician,2,Married,3468,Upto 5k,16632,9,12,3,4,80,1,6,3,3,2,2,2,2.0,30513739,Stephanie Jenkins,29,1,2,2
RM042,27,26-35,False,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,Upto 5k,19715,1,13,3,4,80,1,1,6,3,1,0,0,0.0,60185867,Michael Beard,30,1,1,0
RM044,27,26-35,False,Travel_Frequently,994,Sales,8,3,Life Sciences,1,56,4,Male,37,3,3,Sales Executive,3,Single,8726,5k-10k,2975,1,15,3,4,80,0,9,0,3,9,8,1,7.0,31682744,Adrian Page,21,1,1,1
RM162,27,26-35,False,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,Upto 5k,5970,6,18,3,4,80,1,6,1,1,2,2,2,2.0,82394227,Kimberly Maxwell DVM,24,2,1,1
RM165,27,26-35,False,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,Upto 5k,25326,1,15,3,4,80,1,1,2,2,1,1,0,1.0,81182864,Pam Mcfarland,22,0,0,0
RM171,27,26-35,False,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,Upto 5k,13364,0,16,3,4,80,1,6,3,2,5,2,1,1.0,10076758,Elizabeth Rice,20,0,0,1
RM192,27,26-35,False,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,2279,Upto 5k,11781,1,16,3,4,80,0,7,2,2,7,7,0,3.0,90388981,Steven Grant,21,0,0,0
RM201,27,26-35,False,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,Upto 5k,9679,5,19,3,3,80,1,6,1,3,2,2,2,0.0,53507489,Patrick Evans,25,2,1,0
RM213,27,26-35,False,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single,9981,5k-10k,12916,1,14,3,4,80,0,7,2,3,7,7,0,7.0,75579548,Anthony Guerrero,25,2,0,2
RM319,27,26-35,False,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,3,Female,85,3,1,Research Scientist,2,Single,2478,Upto 5k,20938,1,12,3,2,80,0,4,2,2,4,3,1,2.0,12614124,Derrick Young,29,2,0,0
RM321,27,26-35,False,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,4478,Upto 5k,5242,1,11,3,1,80,0,5,3,3,5,4,0,4.0,25014631,Alexis Dennis DVM,25,2,0,1
RM332,27,26-35,False,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,6349,5k-10k,22107,0,13,3,4,80,1,6,0,3,5,4,1,4.0,58718453,David Ortega,20,1,0,1
RM340,27,26-35,False,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,6214,5k-10k,3415,1,18,3,1,80,1,8,3,3,8,7,0,7.0,51273847,Katherine Sims,30,1,2,0
RM374,27,26-35,False,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,Upto 5k,17881,1,11,3,2,80,1,5,2,3,5,2,0,4.0,42138745,Darryl Robertson,20,0,1,0
RM486,27,26-35,False,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,Upto 5k,5013,0,12,3,3,80,2,6,5,2,5,3,0,3.0,17774584,Heidi Villarreal,29,1,0,0
RM496,27,26-35,True,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,Upto 5k,16346,0,11,3,2,80,1,5,3,3,4,3,0,2.0,42329237,Kristen Spears,22,1,1,2
RM513,27,26-35,False,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2045,Upto 5k,15174,0,13,3,4,80,0,5,0,3,4,2,1,1.0,86149359,Don Dominguez,29,2,1,2
RM522,27,26-35,False,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,Upto 5k,16673,1,20,4,2,80,2,6,3,3,6,5,0,4.0,20570592,Jennifer Jones,21,1,1,2
RM531,27,26-35,False,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,5k-10k,6009,1,11,3,4,80,0,9,3,3,9,7,0,7.0,21496211,Robin Miller,25,2,1,1
RM538,27,26-35,False,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,5k-10k,4809,1,21,4,3,80,2,9,4,2,9,7,1,7.0,75228535,Matthew Phillips,20,1,1,0
RM555,27,26-35,False,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811,5k-10k,23398,8,19,3,1,80,0,9,2,1,7,6,0,7.0,19289546,Christine Greer,27,1,0,0
RM577,27,26-35,False,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342,Upto 5k,24008,0,19,3,2,80,1,5,3,3,4,2,1,1.0,81498611,Steven Jones,30,1,0,0
RM611,27,26-35,False,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,4,Divorced,12808,10k-15k,8842,1,16,3,2,80,1,9,3,3,9,8,0,8.0,26879290,Diane Hernandez,21,1,1,1
RM616,27,26-35,False,Non-Travel,443,Research & Development,3,3,Medical,1,850,4,Male,50,3,1,Research Scientist,4,Married,1706,Upto 5k,16571,1,11,3,3,80,3,0,6,2,0,0,0,0.0,27232410,Lisa Fields,21,1,1,1
RM671,27,26-35,False,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,2318,Upto 5k,17808,1,19,3,3,80,0,1,2,3,1,1,0,0.0,98550256,Matthew Jacobson,27,0,0,2
RM718,27,26-35,False,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811,Upto 5k,12086,9,14,3,2,80,1,4,2,3,2,2,2,2.0,73791320,William Lane,28,0,2,0
RM740,27,26-35,False,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227,Upto 5k,4658,0,18,3,2,80,1,4,2,3,3,2,2,2.0,83793389,Mr. Jacob Adkins,21,2,1,1
RM787,27,26-35,False,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,Upto 5k,5869,1,19,3,4,80,3,3,4,3,3,2,1,2.0,32162965,Corey Gross,21,2,0,1
RM834,27,26-35,False,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,Upto 5k,7950,1,13,3,3,80,1,4,0,3,4,2,2,2.0,45575298,Joshua Ray,30,1,1,1
RM890,27,26-35,False,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,Upto 5k,14377,1,14,3,4,80,2,9,3,2,9,7,6,8.0,80823176,Kevin Williams,20,0,0,1
RM903,27,26-35,False,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,Upto 5k,3208,1,11,3,2,80,3,5,2,3,5,3,0,3.0,91415657,Brian Aguilar,29,2,2,1
RM971,27,26-35,False,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married,2534,Upto 5k,6527,8,14,3,2,80,1,5,4,3,1,0,0,0.0,66792612,Erica Ellis,23,1,2,0
RM975,27,26-35,False,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single,5071,5k-10k,20392,3,20,4,2,80,0,8,3,3,6,2,0,0.0,38427073,Sherry Wilcox,20,2,0,0
RM997,27,26-35,False,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married,5769,5k-10k,7100,1,11,3,4,80,0,6,3,3,6,2,4,4.0,82383095,Laura Price,26,0,0,0
RM998,27,26-35,True,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,2394,Upto 5k,25681,1,13,3,4,80,0,8,2,3,8,2,7,7.0,36998038,Steven Clark,30,0,0,2
RM1018,27,26-35,False,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,Male,91,3,1,Laboratory Technician,1,Married,2099,Upto 5k,7679,0,14,3,2,80,0,6,3,4,5,0,1,4.0,51837852,Kenneth Rodriguez,29,2,0,0
RM1150,27,26-35,False,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,Upto 5k,16290,1,11,3,1,80,2,7,3,3,7,7,0,7.0,63551839,Dustin Escobar,23,2,2,0
RM1170,27,26-35,False,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,Upto 5k,22490,7,17,3,1,80,0,5,0,3,3,2,0,2.0,97225156,Dr. Jeffrey Mathis,20,1,1,0
RM1171,27,26-35,False,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,Upto 5k,6297,2,13,3,3,80,0,6,0,2,4,2,1,2.0,60119651,John Garza,29,0,0,0
RM1249,27,26-35,False,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,Upto 5k,6152,1,11,3,3,80,0,6,5,2,6,2,1,4.0,68800797,Linda Obrien,28,1,1,1
RM1318,27,26-35,False,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,Upto 5k,19826,0,14,3,3,80,0,6,3,2,5,4,0,2.0,79467853,Andrea Snyder,20,0,0,1
RM1329,27,26-35,False,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,Upto 5k,7018,1,21,4,4,80,1,9,5,3,9,8,5,8.0,70597444,Sara Nash,30,0,1,2
RM1335,27,26-35,False,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,77,2,1,Research Scientist,1,Married,4774,Upto 5k,23844,0,19,3,4,80,1,8,2,2,7,6,7,3.0,26240908,Rachael Mcconnell,28,1,2,1
RM1351,27,26-35,False,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,5k-10k,26997,0,14,3,2,80,0,9,5,2,8,7,0,7.0,43273328,Courtney Collins,23,2,0,0
RM1368,27,26-35,False,TravelRarely,1354,Research & Development,2,4,Technical Degree,1,1931,2,Male,41,3,1,Research Scientist,2,Married,2226,Upto 5k,6073,1,11,3,3,80,1,6,3,2,5,3,1,2.0,40158366,Nicole Cobb,23,2,1,0
RM1380,27,26-35,True,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,2863,Upto 5k,19555,1,12,3,1,80,0,1,2,3,1,0,0,0.0,18593410,Jillian Gordon,23,2,2,1
RM1394,27,26-35,False,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,Upto 5k,5099,1,14,3,1,80,0,7,5,3,7,7,0,7.0,55377076,Mr. Donald Hale,20,2,0,0
RM1468,27,26-35,False,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5k-10k,5174,1,20,4,2,80,1,6,0,3,6,2,0,3.0,12823170,Kristie Cooper,30,2,1,2
